log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000023678,2026-08-09 22:44:32,WS-11777,72.212.86.60,UNKNOWN,80,25,icmp,deny,NA,30506597,sid357919,False,DENY_TELNET,CN
FW000019650,1788169083,LPT-11907,10.106.29.,192.168.223.218,0,-3,udp,allow,49322731,9845403,SID671689,False,ALLOW_INTERNAL_DNS,unknown
FW000025653,27/08/2026 18:38,VDR-10778,10.203.23,10.70.106,135,22,tcp,allow,882206,24868521,,False,,US
FW000028587,07-Sep-2026 19:07:21,WS-12036,UNKNOWN,UNKNOWN,,135,tcp,allow,56337,NA,SID558055,N,,
FW000009076,07/08/2026,WS-10823,192.168.109.19,192.168.108.89,80,22,other,allow,12837355,26152151,SID-248964,False,ALLOW_INTERNAL_DNS,RU
FW000017739,09-01-2026 12:46:37 AM,WS-10400,10.124.138,172.16.189.4,8443,-3,other,allow,8216887,23299902,SID954184,False,ALLOW_INTERNAL_DNS,US
FW000012030,23-Aug-2026 04:57:15,VDR-12892,172.16.241.254,UNKNOWN,3306,1433,other,allow,1910761,33857570,SID292721,False,,IN
FW000025073,2026-08-27 20:10:20,,,10.93.142,22,,tcp,allow,47396881,,SID468255,False,NA,US
FW000017703,15/08/2026,LPT-12053,,192.168.191.91.0,3389,NA,tcp,deny,18125289,7744291,SID-906029,True,UNKNOWN,
FW000013192,29/08/2026,LPT-11862,172.16.4.,98.197.143.1.0,8443,1433,tcp,allow,21577488,3139883,SID879259,False,DENY_TELNET,RU
FW000014546,2026-08-19T11:01:19,LPT-11029,10.108.140,UNKNOWN,NA,53,tcp,deny,29289256,2900428,SID243947,False,DENY_TELNET,CN
FW000008686,2026/08/23,LPT-12303,999.999.999.999,192.168.252.14,1433,92111,other,deny,,37819658,SID309275,False,DENY_TELNET,RU
FW000027822,20/08/2026 19:45,WS-12895,192.168.46.158,80.20.144.77,80,25,tcp,deny,21074927,29925084,SID220904,False,DENY_TELNET,CN
FW000009040,2026-08-14 06:00:01,VDR-12777,10.187.226,172.16.179.,-5,,udp,allow,12767094,45558005,SID-384236,False,DENY_TELNET,
FW000022839,31/08/2026,VDR-12844,165.55.188.252,UNKNOWN,1433,80,udp,allow,NA,35362930,SID224405,False,,
FW000022461,2026/09/06,LPT-10197,192.168.38.219,10.98.69,8080,1433,tcp,allow,32761381,39035807,SID352714,False,block_tor_exit,unknown
FW000025110,19-Aug-2026 11:57:30,VDR-12650,192.168.120.75,85.53.226.56,135,,tcp,allow,NA,49132045,,False,BLOCK_EXTERNAL_RDP,
FW000007323,06/09/2026 20:59,VDR-11947,192.168.158.228,UNKNOWN,NA,3389,udp,deny,NA,13810240,SID872997,N,MONITOR_DB_ACCESS,US
FW000014215,2026-08-07 16:52:52,LPT-12507,13.246.77.47,173.127.147.54,445,25,other,deny,7633646,14058824,,False,DENY_TELNET,CN
FW000011171,2026-08-23 21:40:27,WS-12915,192.168.15.22,,NA,8080,tcp,allow,48883586,10636784,SID387039,False,,
FW000028278,28/08/2026 18:03,VDR-10283,192.168.149.205,999.999.999.999,135,3306,tcp,allow,45159240,44417679,SID335562,False,UNKNOWN,US
FW000012953,28/08/2026,LPT-10405,172.16.45.129,172.16.23.70,81596,1433,tcp,allow,-40142155,1279428,,False,BLOCK_EXTERNAL_RDP,IN
FW000026981,1786325080,VDR-12173,192.168.46.213,159.84.225.199,,53,other,allow,33722204,12852026,SID813539,False,ALLOW_WEB,CN
FW000019348,06/09/2026,LPT-10122,17.53.163.122,75.89.69.159.0,99932,98522,other,allow,28331100,29709865,SID-516165,False,ALLOW_INTERNAL_DNS,US
FW000021844,26/08/2026 10:13,VDR-12335,204.72.149.163,171.107.211.253,3306,83763,other,allow,34477178,32150173,,False,ALLOW_WEB,
FW000021403,31-Aug-2026 22:31:14,WS-11069,172.16.164.166,192.168.145.131,3389,53,tcp,allow,26114624,7464430,SID570731,False,BLOCK_EXTERNAL_RDP,IN
FW000006507,21-Aug-2026 03:00:00,LPT-11526,UNKNOWN,165.184.11.10,3306,80,udp,allow,37968489,7183512,SID549366,0,BLOCK_EXTERNAL_RDP,IN
FW000025130,2026/08/15,VDR-10592,155.51.142.,10.51.148.,80,,other,deny,2072747,17726991,SID344800,0,DENY_TELNET,unknown
FW000025603,08-14-2026 12:17:44 AM,WS-12744,10.187.99,172.16.168.32,22,25,tcp,allow,17658019,47924252,SID681384,False,NA,IN
FW000009609,,VDR-11652,172.16.67.198,192.168.32.142,22,NA,tcp,allow,33910789,47659116,,False,,CN
FW000021809,2026/08/19,VDR-10975,10.140.147,167.233.20.91,443,1433,udp,allow,NA,NA,SID657802,N,DENY_TELNET,unknown
FW000003206,2026/08/09,LPT-12199,,,135,135,other,allow,,23938990,SID879087,False,block_tor_exit,RU
FW000008367,08-14-2026 10:23:36 PM,LPT-10976,172.16.160.242,209.31.23.107,135,25,udp,allow,34149206,39039566,NA,yes,allow_office_apps,IN
FW000027018,20-Aug-2026 04:00:23,WS-12774,139.108.82.102,10.214.20,25,75123,other,allow,4743696,24341148,SID405946,N,allow_office_apps,IN
FW000009526,2026-08-22 23:56:51,VDR-12373,192.168.71.117,172.16.42.247,25,,tcp,allow,6997606,7091430,SID882929,False,BLOCK_EXTERNAL_RDP,RU
FW000023147,,VDR-11996,999.999.999.999,999.999.999.999,3389,85746,tcp,allow,33727733,39728056,NA,N,ALLOW_INTERNAL_DNS,US
FW000025984,1787918977,WS-10683,192.168.183.197,172.16.242.177,8080,72614,udp,deny,NA,3681048,,False,BLOCK_EXTERNAL_RDP,RU
FW000006849,2026-08-22T09:22:41,LPT-10129,90.214.55.199,999.999.999.999,53,25,tcp,allow,14165332,17516410,SID545263,N,UNKNOWN,
FW000029827,2026-08-30T04:47:30,LPT-10420,10.93.165,192.168.31.122,3306,443,tcp,allow,12775318,35753902,SID631615,False,block_tor_exit,CN
FW000013714,2026/08/05,VDR-12126,UNKNOWN,192-168.155.250,1433,93715,tcp,allow,NA,,SID458625,False,MONITOR_DB_ACCESS,IN
FW000029568,2026-08-10 05:18:50,,10.168.241,172.16.2.9,53,25,tcp,allow,9449165,34812723,SID852898,False,ALLOW_INTERNAL_DNS,US
FW000018463,25/08/2026,VDR-10498,159.243.93.95,192.168.25.54,NA,443,tcp,allow,28743403,12768961,SID357341,False,ALLOW_INTERNAL_DNS,CN
FW000024891,,VDR-10510,999.999.999.999,192.168.180.,,3389,tcp,allow,45936048,37653695,SID472712,False,BLOCK_EXTERNAL_RDP,RU
FW000020251,1787735828,WS-12818,198.13.65.170,999.999.999.999,22,,tcp,allow,13723223,28953723,SID276190,no,ALLOW_WEB,IN
FW000004909,1786693859,,172.16.28.239,153.167.155.176,91264,3389,other,allow,,NA,SID831854,False,ALLOW_INTERNAL_DNS,RU
FW000008044,2026-08-11T21:24:38,WS-10379,192.168.90.122,UNKNOWN,3306,8443,tcp,deny,49235218,15357372,SID208397,False,DENY_TELNET,US
FW000016961,05/09/2026,WS-10566,999.999.999.999,172.16.255.,53,8443,tcp,allow,11353526,16654905,SID-819987,False,,IN
FW000000305,,LPT-12524,172-16.161.245,172.16.159.,8080,53,other,allow,-49051521,34655436,SID601157,N,BLOCK_EXTERNAL_RDP,RU
FW000012704,1787421779,VDR-12499,192.168.58.,172.16.101.,-3,80,udp,allow,29757317,32982908,sid500551,no,ALLOW_WEB,CN
FW000019011,12-Aug-2026 14:05:05,VDR-11215,192.168.136.53,10.42.7,8080,443,tcp,allow,39809606,,SID205525,False,block_tor_exit,
FW000012592,09-08-2026 05:24:27 PM,WS-10442,10.79.171.0,99-161.101.229,8080,,other,allow,12929427,-38345669,SID-537344,False,BLOCK_EXTERNAL_RDP,IN
FW000017892,2026-08-04 09:44:38,WS-11985,34.0.191.,172.16.238.199,8080,8080,other,deny,48764443,32095797,SID445551,False,,IN
FW000006194,2026-08-05T15:04:50,WS-11601,10-118.162,192.168.76.60,8080,95892,udp,allow,8315207,28169165,sid414782,False,BLOCK_EXTERNAL_RDP,IN
FW000010255,05/08/2026 00:48,WS-10699,172-16.131.136,10.13.166,1433,25,tcp,deny,27880433,39279582,SID117807,0,block_tor_exit,unknown
FW000007766,,LPT-12955,UNKNOWN,130-59.142.227,3306,443,tcp,allow,40273295,32546119,SID120707,False,,IN
FW000026024,26-Aug-2026 01:21:56,WS-12232,UNKNOWN,117.172.135.97,53,3389,icmp,allow,1788916,8405183,SID893293,False,ALLOW_WEB,RU
FW000003921,1787637540,WS-10121,22.97.33.39,192.168.188.36,,445,tcp,allow,-47724021,-30835218,,False,MONITOR_DB_ACCESS,
FW000023158,2026-08-09 07:52:52,VDR-12956,192.168.228.181,172.16.238.18,22,-2,tcp,allow,NA,15907497,SID242561,N,BLOCK_EXTERNAL_RDP,CN
FW000019081,13-Aug-2026 08:41:09,VDR-12732,UNKNOWN,172.16.30.14,,NA,other,allow,44226553,49997419,,False,NA,RU
FW000009043,16/08/2026 09:55,LPT-12702,192.168.250.211,96.238.201.28,443,-3,tcp,allow,-46507244,NA,,0,block_tor_exit,CN
FW000007078,2026-08-11 03:46:49,LPT-10046,172.16.244.237,87.126.98.123,53,25,tcp,allow,1974930,23509073,,no,ALLOW_WEB,
FW000005953,2026-08-06T07:10:52,WS-11203,192.168.86.,180.64.101.185,443,25,tcp,allow,6364125,26969008,SID-584984,False,ALLOW_INTERNAL_DNS,RU
FW000014187,01-Aug-2026 12:56:09,WS-12164,192.168.165.29,UNKNOWN,25,135,tcp,allow,49362799,34892296,SID948070,0,DENY_TELNET,CN
FW000007891,06/08/2026 00:24,WS-11734,,10.216.240,135,-5,tcp,allow,16791824,NA,SID712016,N,,IN
FW000006076,1787290292,LPT-10853,,999.999.999.999,-3,25,udp,deny,34725294,25917240,SID685413,N,BLOCK_EXTERNAL_RDP,CN
FW000016564,03-Sep-2026 17:08:02,WS-11520,10.238.40,172.16.230.,135,25,other,allow,20935119,35181753,SID995181,False,ALLOW_INTERNAL_DNS,
FW000013730,08-Sep-2026 20:15:57,,999.999.999.999,184.147.76.64,1433,,tcp,allow,35273948,47679946,SID286914,False,UNKNOWN,IN
FW000027188,2026/08/08,WS-11819,,79.145.48.90,53,22,tcp,allow,27925468,41658830,SID467351,False,,
FW000021408,,VDR-11549,10.55.177,,443,53,other,deny,28506615,27990255,,False,MONITOR_DB_ACCESS,CN
FW000017391,2026-08-24 11:13:46,WS-12311,192.168.195.43,143.109.228.98,,443,other,allow,19040696,NA,NA,N,BLOCK_EXTERNAL_RDP,US
FW000008729,08-15-2026 07:12:59 AM,WS-11845,172-16.33.161,192.168.242.119,53,3389,tcp,allow,38545734,,NA,no,MONITOR_DB_ACCESS,IN
FW000029781,08-21-2026 06:39:26 PM,LPT-12651,172.16.251.200,102.157.78.37,8080,8443,tcp,deny,2045558,12787563,,0,,CN
FW000001140,09/08/2026 07:08,VDR-12450,172-16.255.154,192.168.12.155,1433,8443,other,allow,37271668,,NA,N,NA,RU
FW000012548,1788252935,VDR-10218,26.219.160.163.0,172.16.42.237,53,22,tcp,allow,,16309733,SID895466,False,MONITOR_DB_ACCESS,
FW000012309,2026-09-01 19:59:22,LPT-10076,10.191.213,121.194.141.226,NA,8443,tcp,allow,-25634057,44235054,SID-996349,False,UNKNOWN,US
FW000013558,2026-08-30 23:47:46,WS-11873,10.191.165,121.17.182.27,3306,3306,tcp,deny,31304468,14352472,,True,BLOCK_EXTERNAL_RDP,RU
FW000000469,08-Sep-2026 20:16:07,VDR-11996,172.16.242.213.0,,3306,8080,udp,deny,23473753,8094154,SID817263,False,ALLOW_WEB,IN
FW000021276,30/08/2026 10:15,WS-10832,172.16.203.20,30.58.105.192,80,445,tcp,allow,47870911,31403002,SID846399,False,allow_office_apps,
FW000024570,2026-08-20 04:13:31,VDR-11838,172.16.181.216,172.16.248.34,3389,8443,tcp,deny,22123201,28665575,SID200258,False,DENY_TELNET,RU
FW000020988,2026-08-19T09:58:33,WS-11859,10.129.35,192.168.179.231.0,445,25,other,allow,40513904,20149852,SID383683,0,ALLOW_WEB,IN
FW000022040,1788977538,WS-11111,10.230.176,111.224.124.185,,3306,udp,allow,-22345574,5515509,SID370823,0,block_tor_exit,CN
FW000004258,08-19-2026 08:44:54 PM,WS-10978,10.16.245.,192.168.48.170,8443,3306,udp,allow,17138875,30461246,NA,False,MONITOR_DB_ACCESS,US
FW000012929,01-Sep-2026 02:00:26,LPT-10133,10.48.197,118.159.106.,-3,8443,tcp,deny,43970004,42718986,sid320956,False,block_tor_exit,CN
FW000000618,2026-08-24 16:26:15,,10.69.143,10.239.234,8443,8080,udp,allow,8745183,NA,SID979992,N,ALLOW_INTERNAL_DNS,US
FW000017844,2026-08-09 04:37:50,WS-10172,185.21.60.7,172.16.187.197,-1,53,tcp,allow,4534196,39510343,SID884932,False,MONITOR_DB_ACCESS,
FW000001311,10/08/2026 00:22,WS-10391,10.217.215,172.16.27.127,8443,53,tcp,allow,12462932,1530898,SID607764,False,NA,US
FW000005149,,VDR-12286,172.16.159.134,192-168.19.146,74618,445,udp,allow,37998972,49109088,SID923670,False,DENY_TELNET,IN
FW000024268,2026-08-02 05:12:55,LPT-12947,10.160.32,16.219.156.77,22,443,icmp,allow,40064133,4833935,SID289555,False,ALLOW_INTERNAL_DNS,unknown
FW000015666,25-Aug-2026 04:36:49,VDR-10495,172.16.136.100,213.97.136.249,3389,3389,tcp,deny,NA,30354917,SID770467,False,MONITOR_DB_ACCESS,RU
FW000005301,08-04-2026 01:52:08 PM,VDR-12725,10.119.73,61.16.89.39,74242,80,other,allow,NA,-14190828,NA,Y,,
FW000005906,19/08/2026 09:20,VDR-12997,172.16.246.6,172.16.78.,8080,25,tcp,allow,34640138,8018399,SID382897,False,ALLOW_WEB,IN
FW000003252,09-Aug-2026 15:13:27,LPT-10912,192.168.81.167,181.248.90.84,25,3389,tcp,allow,42293687,16169041,SID288331,False,ALLOW_WEB,IN
FW000006740,2026-08-28 08:11:44,WS-10214,172.16.68.47,999.999.999.999,89323,445,other,allow,24076960,1447010,SID496285,no,MONITOR_DB_ACCESS,RU
FW000020772,2026-08-28 05:56:03,WS-11897,192.168.182.130,,,8443,tcp,deny,32505856,,SID745910,N,allow_office_apps,US
FW000026853,2026/08/02,LPT-11597,172.16.108.171,,NA,84595,udp,allow,3255644,17229761,SID599072,no,ALLOW_INTERNAL_DNS,
FW000026756,08-21-2026 01:01:03 PM,WS-10156,UNKNOWN,UNKNOWN,,84408,tcp,deny,27944550,32130591,NA,False,NA,IN
FW000029410,08-29-2026 12:14:24 PM,VDR-10758,,10.242.228,3389,53,tcp,allow,41527439,14063992,SID713006,False,MONITOR_DB_ACCESS,RU
FW000014753,11-Aug-2026 20:53:03,LPT-10728,192.168.130.46,116.44.135.107,53,135,udp,allow,21736980,-18001469,SID398658,N,BLOCK_EXTERNAL_RDP,IN
FW000011980,2026-08-11 14:13:45,VDR-10279,999.999.999.999,,22,,icmp,deny,,-1220931,SID160966,0,,US
FW000028131,,LPT-10980,999.999.999.999,,22,8443,tcp,allow,,NA,SID818055,False,,unknown
FW000027171,08-20-2026 04:35:08 PM,WS-10265,37.195.89.2,40.246.227.,135,443,other,allow,22927182,29722361,SID-860312,no,block_tor_exit,CN
FW000015841,2026-08-06 06:50:49,VDR-12284,192.168.160.,192.168.52.40,53,8080,other,allow,2405804,NA,SID119532,1,block_tor_exit,unknown
FW000019543,22/08/2026,LPT-10194,172.16.5.106,84.144.237.170,1433,NA,other,allow,-11024248,18622709,SID178087,N,ALLOW_WEB,RU
FW000008759,2026-08-29T14:28:23,VDR-10914,192.168.132.,,3389,3306,tcp,deny,12951285,23023238,,N,DENY_TELNET,
FW000009593,2026-08-09 08:38:17,,10.178.127,192.168.133.15,80,3389,udp,allow,,-41912643,SID824039,False,MONITOR_DB_ACCESS,US
FW000007265,27/08/2026 01:33,LPT-10516,192.168.188.26,10.238.136,-1,3389,tcp,allow,-14954556,569464,SID157172,False,NA,US
FW000024856,,VDR-12404,131.217.91.32,172.16.173.10,22,80,tcp,allow,20499896,45187348,NA,True,,US
FW000005963,2026-08-18 17:14:43,WS-12515,172.16.40.198,999.999.999.999,3389,135,icmp,allow,41152610,32597832,sid338832,0,block_tor_exit,unknown
FW000021817,2026/08/25,VDR-12145,86.107.235.38,172.16.45.168,86618,80,tcp,deny,10621431,38001285,SID877134,False,MONITOR_DB_ACCESS,unknown
FW000002830,09-09-2026 08:59:07 PM,VDR-10007,UNKNOWN,114.213.30.,8443,1433,udp,allow,201392,42839845,SID924353,True,ALLOW_INTERNAL_DNS,CN
FW000025838,08-28-2026 10:38:30 PM,WS-12390,172.16.152.62,192.168.251.22,135,,udp,allow,16299938,45917143,SID172918,False,UNKNOWN,IN
FW000015355,1788793062,WS-11723,172.16.31.104,158.39.2.96,53,53,tcp,deny,44514191,NA,SID734585,False,NA,unknown
FW000013049,2026-09-07 16:26:59,WS-11722,192.168.162.126,25.138.33.168,25,3306,tcp,allow,6060810,NA,SID620526,N,block_tor_exit,IN
FW000000290,2026-09-04T20:33:44,VDR-11976,,10.65.122,445,445,tcp,allow,4024397,48042782,,False,BLOCK_EXTERNAL_RDP,RU
FW000009314,24-Aug-2026 12:01:11,WS-11320,999.999.999.999,181.237.76.9,NA,80,tcp,allow,31964692,26111226,SID608871,N,NA,RU
FW000002657,,LPT-12662,159.215.249.107,112.197.112.221,25,3306,udp,allow,33570984,9934859,SID716720,no,allow_office_apps,CN
FW000003479,09/09/2026 03:07,LPT-11070,10.61.158,172.16.157.124,3306,8080,tcp,deny,38158312,35347496,SID-502562,False,NA,unknown
FW000012754,1787662561,WS-12447,172.16.127.225.0,10.148.249,8443,8443,tcp,allow,21203855,43620761,SID621301,False,allow_office_apps,US
FW000008700,03/08/2026 15:46,VDR-10703,10.235.213,120.54.224.107,3306,135,tcp,allow,15548203,1554432,SID480217,False,MONITOR_DB_ACCESS,IN
FW000024560,2026/08/16,LPT-11149,172.16.41.178,17.137.176.254,80,1433,tcp,allow,35498345,30610631,SID205967,False,ALLOW_INTERNAL_DNS,US
FW000002658,2026-08-16T11:53:00,LPT-11322,88-241.48.4,,0,135,tcp,deny,-8372401,30972230,,False,,IN
FW000028078,2026-08-17T00:00:17,VDR-10710,192.168.75.132.0,,8443,NA,tcp,allow,,41786406,SID237366,no,UNKNOWN,RU
FW000005519,2026-09-06T17:58:52,WS-11967,84.227.195.10,116.245.58.225,8443,8443,other,allow,41473859,NA,SID768745,N,allow_office_apps,
FW000028856,,WS-11553,UNKNOWN,172.16.129.120,3306,94580,other,allow,15099494,11160664,SID726717,0,block_tor_exit,unknown
FW000022293,2026-09-05T20:56:09,WS-12549,192-168.205.194,,25,1433,tcp,deny,2900295,11355450,SID913372,N,DENY_TELNET,US
FW000018514,2026-08-28T22:03:36,WS-11769,10-129.122,199.50.127.188,,22,other,allow,NA,46106220,SID597121,no,allow_office_apps,US
FW000003527,07-Sep-2026 14:06:09,VDR-10279,172.16.27.153.0,192-168.73.78,-4,NA,tcp,allow,29147754,39027785,SID119202,N,BLOCK_EXTERNAL_RDP,
FW000012401,2026-08-04 00:23:39,WS-10301,10.48.213,,3306,25,tcp,deny,5599395,27205700,SID-818436,False,ALLOW_INTERNAL_DNS,US
FW000010028,08-03-2026 09:56:58 AM,WS-11443,192.168.56.168,10.230.162,3389,53,other,deny,-42892088,3475584,SID651952,False,ALLOW_INTERNAL_DNS,CN
FW000001877,15/08/2026,LPT-12990,108.208.233.197,219.173.117.190,445,8080,other,allow,37747698,41796239,SID116577,False,ALLOW_INTERNAL_DNS,unknown
FW000024654,16/08/2026 11:49,WS-10552,10.120.124,10.103.136,3306,NA,udp,allow,-42065149,9300581,SID-435586,no,UNKNOWN,IN
FW000002539,2026-08-08 18:22:20,LPT-12268,172.16.199.234,192.168.174.32.0,,135,tcp,deny,1222815,34839629,SID165809,False,allow_office_apps,US
FW000007639,22/08/2026 21:13,WS-12952,172.16.141.11,UNKNOWN,3389,3306,tcp,allow,,10092380,SID133407,False,NA,US
FW000021083,2026-08-01T23:24:51,VDR-12894,UNKNOWN,10.211.198,22,1433,tcp,deny,46790485,,NA,False,block_tor_exit,RU
FW000009235,10/08/2026 00:44,VDR-12178,10.186.250,10.92.205,88304,25,tcp,allow,21865114,22085886,SID382312,0,block_tor_exit,IN
FW000010783,30/08/2026 11:59,LPT-10006,10.52.18,,8443,72604,tcp,allow,24887279,31808163,SID673890,no,BLOCK_EXTERNAL_RDP,RU
FW000020959,1787019838,VDR-10153,199.133.130.125,10.36.215,,80,icmp,deny,37767418,49017610,sid171608,False,MONITOR_DB_ACCESS,unknown
FW000022067,,WS-11443,10.71.24,192.168.211.139,8080,3389,icmp,allow,7753615,48772902,SID966326,True,ALLOW_WEB,unknown
FW000019845,1787155465,WS-10453,192.168.80.,,8443,8080,udp,allow,18025021,NA,SID436002,False,ALLOW_WEB,IN
FW000007832,09-09-2026 02:10:25 PM,WS-10526,10.251.61,70.112.240.,8080,8080,tcp,allow,12476184,14189536,SID646769,False,DENY_TELNET,
FW000013939,15/08/2026 02:04,VDR-11964,10.218.31,192.168.104.241,80,80891,tcp,allow,22357791,2144848,SID-586360,False,NA,RU
FW000005925,19/08/2026,,,192.168.251.140,-2,443,tcp,allow,13184393,62893,SID184911,N,BLOCK_EXTERNAL_RDP,IN
FW000020219,08-13-2026 02:40:36 PM,,172.16.64.,34.156.115.125,80,445,tcp,allow,21566647,49791474,SID606786,False,NA,US
FW000002597,22/08/2026,,10.180.72,192.168.74.49,-4,22,udp,allow,8555179,47500492,SID142213,N,ALLOW_WEB,
FW000023121,2026/08/24,LPT-10451,172.16.114.122,172.16.170.194,53,3306,tcp,allow,48350586,33874422,SID552590,False,NA,CN
FW000004798,1785685375,VDR-12173,,153.4.152.3,1433,22,icmp,allow,12213811,2784901,sid116964,False,,IN
FW000013682,08-27-2026 12:18:23 PM,LPT-12305,10.172.195,172.16.189.68,82322,25,tcp,deny,NA,29177436,SID668860,False,NA,IN
FW000004489,07/09/2026,WS-10812,192.168.123.40,138.173.168.3,NA,,tcp,allow,NA,25755101,,False,allow_office_apps,unknown
FW000018093,2026-08-19T02:08:06,WS-11132,210.204.114.4,192.168.183.85,135,,udp,allow,,14093207,SID-981177,False,,IN
FW000029170,21/08/2026 11:22,LPT-12817,72.110.16.88,33.85.7.51,,8080,tcp,allow,1174280,-49916635,sid563898,N,DENY_TELNET,RU
FW000000378,02-Aug-2026 03:37:19,VDR-10673,150.27.83.216,202.3.27.244,445,-2,tcp,allow,40390674,40617672,SID333154,False,ALLOW_INTERNAL_DNS,IN
FW000000358,2026/08/19,VDR-12489,192.168.250.,192.168.215.,53,53,other,allow,40816475,10728538,SID493056,False,DENY_TELNET,unknown
FW000021972,29-Aug-2026 10:27:23,WS-10729,60.139.71.112,172.16.107.,445,74847,tcp,allow,30552412,NA,SID972167,False,block_tor_exit,CN
FW000026637,12/08/2026,VDR-10942,159.146.182.154,192.168.167.235,445,3389,udp,deny,,16840130,SID483306,False,block_tor_exit,
FW000028440,,LPT-12044,UNKNOWN,999.999.999.999,53,94686,tcp,deny,38141532,23019839,SID436822,False,ALLOW_INTERNAL_DNS,unknown
FW000008725,2026-09-06 13:37:42,WS-11418,216.119.176.228.0,130.204.145.172,8080,91184,tcp,allow,3365928,36418129,SID556452,False,ALLOW_INTERNAL_DNS,
FW000010324,2026-08-22 19:08:23,WS-12478,172.16.135.109,999.999.999.999,8443,25,udp,deny,22428140,32383420,SID112573,False,NA,CN
FW000016804,02/09/2026 06:05,WS-11682,192.168.142.141,172.16.196.29,53,1433,tcp,allow,21367826,,SID146699,False,DENY_TELNET,US
FW000018235,2026/08/18,WS-11688,10.196.150,167.89.158.230.0,3389,,tcp,allow,29951180,16968086,SID-795191,False,,unknown
FW000005538,,WS-10606,10-197.156,192.168.210.237,NA,71293,other,allow,22554311,47460314,SID-651455,False,allow_office_apps,IN
FW000013250,1786146051,VDR-12971,50.180.182.245,182.215.94.27,3306,,tcp,allow,29297213,41059720,SID388812,False,ALLOW_INTERNAL_DNS,US
FW000026692,2026/08/03,VDR-12580,UNKNOWN,172.16.181.162,53,135,tcp,allow,13337886,18186076,SID433434,False,block_tor_exit,US
FW000000601,31/08/2026,WS-12555,85.207.143.212,24.85.172.227,3389,443,other,allow,25464885,49603521,SID305335,0,ALLOW_WEB,
FW000002088,15/08/2026,LPT-12681,999.999.999.999,163.199.145.172,NA,3306,other,deny,NA,29011619,SID905239,False,DENY_TELNET,US
FW000009058,20-Aug-2026 16:36:00,VDR-11142,172.16.19.190,180.232.1.69,443,-4,udp,deny,29382099,29793604,SID776336,N,BLOCK_EXTERNAL_RDP,IN
FW000027706,31-Aug-2026 13:51:37,LPT-11789,10.149.36.0,10.107.220,53,443,udp,allow,34844180,49707413,NA,False,UNKNOWN,IN
FW000007505,,WS-10301,172.16.15.105,10.176.148,NA,NA,udp,deny,38277610,37245467,SID272585,N,,RU
FW000024990,08-11-2026 06:28:58 AM,LPT-10058,UNKNOWN,192.168.55.186,80,NA,udp,allow,43867601,4228667,NA,False,MONITOR_DB_ACCESS,IN
FW000022205,2026-08-18 17:35:34,VDR-11213,192.168.47.31.0,10.22.125,-4,3389,other,deny,13074716,34614806,SID956505,False,BLOCK_EXTERNAL_RDP,US
FW000015011,,LPT-11640,145.225.48.228,192.168.64.167,,443,other,allow,,36234984,SID647499,False,DENY_TELNET,CN
FW000016065,1788187492,LPT-12146,999.999.999.999,176.144.23.30,1433,135,other,allow,13653492,905776,SID317054,no,MONITOR_DB_ACCESS,IN
FW000028344,15/08/2026,LPT-12842,89.145.125.182,10.49.211.,22,135,tcp,allow,479115,7189446,SID506973,False,block_tor_exit,IN
FW000005810,1788933651,WS-12392,136.129.191.110,999.999.999.999,53,25,tcp,allow,4798141,41304249,SID396726,False,UNKNOWN,RU
FW000010385,2026/09/01,VDR-11273,UNKNOWN,UNKNOWN,8443,74041,other,allow,,44110159,SID862274,N,ALLOW_WEB,IN
FW000000185,2026-08-18 06:45:29,LPT-11414,172.16.188.,10.169.174,443,443,tcp,allow,8942755,34277938,SID504406,False,ALLOW_INTERNAL_DNS,IN
FW000004353,09-05-2026 04:07:52 AM,LPT-12196,10.204.27,195.41.254.92,445,76178,other,allow,692060,10302535,SID130513,False,UNKNOWN,RU
FW000013019,2026-08-07 16:20:04,VDR-11247,191.133.235.166,10.108.197,443,NA,other,allow,49104025,30154808,SID946931,True,MONITOR_DB_ACCESS,unknown
FW000007145,2026-09-06 09:06:36,LPT-12675,UNKNOWN,161.54.131.70,1433,,tcp,deny,39535583,13772953,SID882304,N,NA,IN
FW000006065,13/08/2026 19:31,VDR-10861,10.179.107,172.16.33.,-1,25,tcp,allow,29155378,48423239,NA,False,MONITOR_DB_ACCESS,unknown
FW000027364,14/08/2026,WS-12482,10.10.42,192.168.82.13,1433,8443,tcp,deny,39971717,9787013,SID366436,False,BLOCK_EXTERNAL_RDP,IN
FW000022679,2026/08/14,WS-11944,10.132.170,10.64.138,22,445,icmp,allow,32652656,5746196,SID568506,False,allow_office_apps,IN
FW000017823,04/08/2026,,10.41.34,999.999.999.999,443,443,tcp,allow,44762571,36511416,SID249568,False,allow_office_apps,
FW000026747,1787570446,LPT-10372,187.165.1.153,31.188.30.244.0,8080,3306,other,allow,18705106,37725699,SID800650,False,NA,
FW000008806,2026-08-01 20:05:21,,999.999.999.999,35.128.68.53,81799,135,tcp,allow,2254529,4149855,SID-137505,False,MONITOR_DB_ACCESS,IN
FW000016025,08-03-2026 02:36:09 PM,LPT-11717,114.187.193.57,10.75.110,443,8443,tcp,deny,26216560,46228174,SID775652,False,MONITOR_DB_ACCESS,CN
